Metrics for vit_base_patch16_224 at 20250701_125256
Optimizer, adam
Hyperparameters
learning_rate,0.0001
batch_size,1000
num_epochs,400
test_every_x_epochs,3

epoch,train_loss,train_acc,test_loss,test_acc,best_test_acc
1,2.681284765402476,0.065,,,0.0
2,2.480023821194967,0.11083333333333334,,,0.0
3,2.2966816127300262,0.17895833333333333,2.2073853810628257,0.22156862745098038,0.22156862745098038
4,2.1291255950927734,0.25708333333333333,,,0.22156862745098038
5,1.976079598069191,0.35541666666666666,,,0.22156862745098038
6,1.8368555655082066,0.4345833333333333,1.7732471625010173,0.44803921568627453,0.44803921568627453
7,1.7112895945707958,0.4975,,,0.44803921568627453
8,1.5988699893156688,0.5429166666666667,,,0.44803921568627453
9,1.4984623442093532,0.5802083333333333,1.4574253488989437,0.5794117647058824,0.5794117647058824
10,1.4095456997553508,0.60875,,,0.5794117647058824
11,1.3309757262468338,0.6316666666666667,,,0.5794117647058824
12,1.2613210181395214,0.6504166666666666,1.2379361063826317,0.6549019607843137,0.6549019607843137
13,1.1994941731293995,0.6697916666666667,,,0.6549019607843137
14,1.144983857870102,0.6845833333333333,,,0.6549019607843137
15,1.0961260547240574,0.6954166666666667,1.0851795568185694,0.6941176470588235,0.6941176470588235
16,1.0527100165685017,0.701875,,,0.6941176470588235
17,1.0135772277911503,0.71375,,,0.6941176470588235
18,0.978592169781526,0.721875,0.9759235358705708,0.7303921568627451,0.7303921568627451
19,0.9465713252623876,0.7308333333333333,,,0.7303921568627451
20,0.9177286053697268,0.7383333333333333,,,0.7303921568627451
21,0.8912621314326922,0.743125,0.8948327186060887,0.7411764705882353,0.7411764705882353
22,0.8670101960500082,0.7485416666666667,,,0.7411764705882353
23,0.8446561247110367,0.7535416666666667,,,0.7411764705882353
24,0.8241564184427261,0.761875,0.8323178805556952,0.7519607843137255,0.7519607843137255
25,0.8050531521439552,0.7664583333333334,,,0.7519607843137255
26,0.7873954003055891,0.7702083333333334,,,0.7519607843137255
27,0.7708218892415365,0.7747916666666667,0.7827259757939506,0.7637254901960784,0.7637254901960784
28,0.7553287222981453,0.7772916666666667,,,0.7637254901960784
29,0.7408641278743744,0.7827083333333333,,,0.7637254901960784
30,0.7272247895598412,0.7852083333333333,0.7421587039442623,0.7754901960784314,0.7754901960784314
31,0.7144778321186701,0.7889583333333333,,,0.7754901960784314
32,0.7023763855298361,0.79125,,,0.7754901960784314
33,0.6908412749568621,0.7941666666666667,0.7083912187931585,0.7852941176470588,0.7852941176470588
34,0.679994155963262,0.7985416666666667,,,0.7852941176470588
35,0.6696822295586268,0.8002083333333333,,,0.7852941176470588
36,0.6599125986297926,0.8016666666666666,0.6797356827586305,0.7941176470588235,0.7941176470588235
37,0.6505139817794164,0.805625,,,0.7941176470588235
38,0.6416604419549307,0.80875,,,0.7941176470588235
39,0.633187492688497,0.8102083333333333,0.655126739950741,0.8019607843137255,0.8019607843137255
40,0.625022125740846,0.811875,,,0.8019607843137255
41,0.6172512446840605,0.814375,,,0.8019607843137255
42,0.6097169617811838,0.8170833333333334,0.6336125182170494,0.8049019607843138,0.8049019607843138
43,0.6025767078002294,0.8185416666666666,,,0.8049019607843138
44,0.5956770579020182,0.8204166666666667,,,0.8049019607843138
45,0.5890295232335726,0.82125,0.6147725623027951,0.8147058823529412,0.8147058823529412
46,0.5826695089538892,0.8233333333333334,,,0.8147058823529412
47,0.5765000904599825,0.8258333333333333,,,0.8147058823529412
48,0.5705584784348806,0.826875,0.5980660909531164,0.8186274509803921,0.8186274509803921
49,0.5648983468612035,0.8275,,,0.8186274509803921
50,0.5593311736981074,0.829375,,,0.8186274509803921
51,0.5539850393931071,0.8302083333333333,0.5832246980246376,0.8274509803921568,0.8274509803921568
52,0.5488335266709328,0.8310416666666667,,,0.8274509803921568
53,0.5438685516516367,0.8327083333333334,,,0.8274509803921568
54,0.5389743273456892,0.8341666666666666,0.5695608398493599,0.8284313725490197,0.8284313725490197
55,0.5342762395739555,0.8377083333333334,,,0.8284313725490197
56,0.5296721557776133,0.8385416666666666,,,0.8284313725490197
57,0.5252674470345179,0.8402083333333333,0.5575569061671987,0.8333333333333334,0.8333333333333334
58,0.5210070237517357,0.840625,,,0.8333333333333334
59,0.5169790871441364,0.8404166666666667,,,0.8333333333333334
60,0.5127576465408007,0.8414583333333333,0.5466195905909819,0.8343137254901961,0.8343137254901961
61,0.508869701375564,0.84375,,,0.8343137254901961
62,0.5050229641298453,0.8447916666666667,,,0.8343137254901961
63,0.5013580471277237,0.845,0.5364835735629586,0.8362745098039216,0.8362745098039216
64,0.4976712167263031,0.8464583333333333,,,0.8362745098039216
65,0.49417708193262416,0.8477083333333333,,,0.8362745098039216
66,0.4907120441397031,0.848125,0.5272486496205423,0.8382352941176471,0.8382352941176471
67,0.4873107386132081,0.84875,,,0.8382352941176471
68,0.48398078978061676,0.8504166666666667,,,0.8382352941176471
69,0.48083625733852386,0.851875,0.51843948691499,0.8431372549019608,0.8431372549019608
70,0.4776754056413968,0.8527083333333333,,,0.8431372549019608
71,0.47466299186150235,0.854375,,,0.8431372549019608
72,0.4716655413309733,0.8554166666666667,0.51085551813537,0.8450980392156863,0.8450980392156863
73,0.4686757115026315,0.8575,,,0.8450980392156863
74,0.46591808398564655,0.858125,,,0.8450980392156863
75,0.4630306288599968,0.8591666666666666,0.5036753912766775,0.8450980392156863,0.8450980392156863
76,0.46030836552381516,0.860625,,,0.8450980392156863
77,0.45760149757067364,0.8616666666666667,,,0.8450980392156863
78,0.4550018248458703,0.861875,0.49666056095385086,0.8480392156862745,0.8480392156862745
79,0.4524108829597632,0.8622916666666667,,,0.8480392156862745
80,0.44992482910553616,0.8625,,,0.8480392156862745
81,0.4473944666484992,0.8633333333333333,0.4904075247399947,0.8480392156862745,0.8480392156862745
82,0.4449950233101845,0.86375,,,0.8480392156862745
83,0.4425961822271347,0.8641666666666666,,,0.8480392156862745
84,0.4404326118528843,0.8647916666666666,0.4846684640529109,0.8490196078431372,0.8490196078431372
85,0.43795176471273106,0.8647916666666666,,,0.8490196078431372
86,0.4357181638479233,0.865,,,0.8490196078431372
87,0.433633213241895,0.8660416666666667,0.47889529723747104,0.8509803921568627,0.8509803921568627
88,0.4313969500362873,0.866875,,,0.8509803921568627
89,0.4292312003672123,0.8670833333333333,,,0.8509803921568627
90,0.42717064172029495,0.8677083333333333,0.4737844642470865,0.8519607843137255,0.8519607843137255
91,0.4251166706283887,0.8672916666666667,,,0.8519607843137255
92,0.42314326018095016,0.868125,,,0.8519607843137255
93,0.4210922295848529,0.8691666666666666,0.4688661852303673,0.8549019607843137,0.8549019607843137
94,0.4192393620808919,0.8697916666666666,,,0.8549019607843137
95,0.417243842035532,0.8708333333333333,,,0.8549019607843137
96,0.41528617466489476,0.8710416666666667,0.4643114752629224,0.8558823529411764,0.8558823529411764
97,0.4134681423505147,0.8714583333333333,,,0.8558823529411764
98,0.41164639095465344,0.8722916666666667,,,0.8558823529411764
99,0.4098510779440403,0.8725,0.4597511747304131,0.8558823529411764,0.8558823529411764
100,0.40807456399003667,0.8735416666666667,,,0.8558823529411764
101,0.40639423082272214,0.87375,,,0.8558823529411764
102,0.40458517769972485,0.8739583333333333,0.4557806913759194,0.8578431372549019,0.8578431372549019
103,0.40293878813584644,0.8741666666666666,,,0.8578431372549019
104,0.40127115820844966,0.8754166666666666,,,0.8578431372549019
105,0.3996037244796753,0.87625,0.45189930878433526,0.8588235294117647,0.8588235294117647
106,0.3980262589951356,0.875625,,,0.8588235294117647
107,0.3963998667895794,0.8766666666666667,,,0.8588235294117647
108,0.3947957257429759,0.876875,0.44816533958210664,0.8588235294117647,0.8588235294117647
109,0.39322661608457565,0.8775,,,0.8588235294117647
110,0.3917551301419735,0.8777083333333333,,,0.8588235294117647
111,0.39016364018122357,0.8777083333333333,0.444685194422217,0.8588235294117647,0.8588235294117647
112,0.38868312289317447,0.878125,,,0.8588235294117647
113,0.38723177711168927,0.878125,,,0.8588235294117647
114,0.3857959633072217,0.879375,0.44131776339867534,0.8588235294117647,0.8588235294117647
115,0.3843531558911006,0.88,,,0.8588235294117647
116,0.3829704411327839,0.8808333333333334,,,0.8588235294117647
117,0.3815341678758462,0.8808333333333334,0.43807029022889976,0.8588235294117647,0.8588235294117647
118,0.38015659898519516,0.88125,,,0.8588235294117647
119,0.37882159401973087,0.8810416666666666,,,0.8588235294117647
120,0.3774721833566825,0.8816666666666667,0.4351521742110159,0.8607843137254902,0.8607843137254902
121,0.37613478551308316,0.881875,,,0.8607843137254902
122,0.3748003865281741,0.881875,,,0.8607843137254902
123,0.3734962120652199,0.8814583333333333,0.43222395053096846,0.8598039215686275,0.8607843137254902
124,0.372390487541755,0.8814583333333333,,,0.8607843137254902
125,0.3710448344548543,0.8825,,,0.8607843137254902
126,0.36974623054265976,0.8829166666666667,0.4295067234950907,0.8588235294117647,0.8607843137254902
127,0.36857786153753597,0.88375,,,0.8607843137254902
128,0.36735405897100765,0.883125,,,0.8607843137254902
129,0.36609383548299473,0.8827083333333333,0.42679736456450296,0.8588235294117647,0.8607843137254902
130,0.36501597116390866,0.8829166666666667,,,0.8607843137254902
131,0.36371297637621564,0.8835416666666667,,,0.8607843137254902
132,0.36257755011320114,0.8835416666666667,0.4246341612409143,0.8588235294117647,0.8607843137254902
133,0.3613957228759925,0.8845833333333334,,,0.8607843137254902
134,0.36023418977856636,0.8845833333333334,,,0.8607843137254902
135,0.3591246244808038,0.8847916666666666,0.42186859805209964,0.8588235294117647,0.8607843137254902
136,0.35795549924174946,0.8847916666666666,,,0.8607843137254902
137,0.35688300679127377,0.885,,,0.8607843137254902
138,0.3557406924664974,0.8854166666666666,0.4195900284776501,0.8588235294117647,0.8607843137254902
139,0.35470325375596684,0.8864583333333333,,,0.8607843137254902
140,0.3536903113126755,0.8866666666666667,,,0.8607843137254902
141,0.35260792821645737,0.8866666666666667,0.4174093133678623,0.8598039215686275,0.8607843137254902
142,0.35153978193799656,0.886875,,,0.8607843137254902
143,0.35049381852149963,0.8866666666666667,,,0.8607843137254902
144,0.34941429644823074,0.8864583333333333,0.4151919747100157,0.8607843137254902,0.8607843137254902
145,0.34845685958862305,0.8866666666666667,,,0.8607843137254902
146,0.3474305371443431,0.888125,,,0.8607843137254902
147,0.3464082491894563,0.8883333333333333,0.41338179099793526,0.8627450980392157,0.8627450980392157
