Metrics for vit_base_patch16_224 at 20250630_040700
Optimizer, sgd
Momentum, 0.25
Hyperparameters
learning_rate,0.005
batch_size,1000
num_epochs,1000
test_every_x_epochs,3

epoch,train_loss,train_acc,test_loss,test_acc,best_test_acc
1,2.4998559653759003,0.160625,,,0.0
2,1.71319018304348,0.48291666666666666,,,0.0
3,1.3387840290864308,0.609375,1.2202751613130756,0.6362745098039215,0.6362745098039215
4,1.1437326421340306,0.6616666666666666,,,0.6362745098039215
5,1.0226845194896061,0.6927083333333334,,,0.6362745098039215
6,0.9397305945555369,0.7145833333333333,0.9206883463205076,0.7098039215686275,0.7098039215686275
7,0.8789896766344706,0.7316666666666667,,,0.7098039215686275
8,0.8313067629933357,0.7441666666666666,,,0.7098039215686275
9,0.7933988099296888,0.753125,0.7968101478090474,0.734313725490196,0.734313725490196
10,0.7615457599361738,0.7629166666666667,,,0.734313725490196
11,0.7343807592988014,0.7697916666666667,,,0.734313725490196
12,0.7114720617731413,0.775625,0.7255741275993048,0.7529411764705882,0.7529411764705882
13,0.6915705079833666,0.7841666666666667,,,0.7529411764705882
14,0.6738361418247223,0.7877083333333333,,,0.7529411764705882
15,0.658153826991717,0.7933333333333333,0.6778178390334634,0.7696078431372549,0.7696078431372549
16,0.6435457989573479,0.7966666666666666,,,0.7696078431372549
17,0.630667028327783,0.8,,,0.7696078431372549
18,0.6186205968260765,0.8045833333333333,0.6428148372500551,0.7843137254901961,0.7843137254901961
19,0.6078624476989111,0.8077083333333334,,,0.7843137254901961
20,0.5979771738251051,0.8114583333333333,,,0.7843137254901961
21,0.5884716163078944,0.8114583333333333,0.6158585735395843,0.792156862745098,0.792156862745098
22,0.5799883256355921,0.8147916666666667,,,0.792156862745098
23,0.5719792793194453,0.82,,,0.792156862745098
24,0.5641723175843557,0.8204166666666667,0.5945028756179062,0.8058823529411765,0.8058823529411765
25,0.5570929050445557,0.825,,,0.8058823529411765
26,0.5503837068875631,0.82625,,,0.8058823529411765
27,0.5441105738282204,0.8279166666666666,0.5759947340862424,0.8176470588235294,0.8176470588235294
28,0.5382862736781439,0.8322916666666667,,,0.8176470588235294
29,0.5327286223570505,0.831875,,,0.8176470588235294
30,0.5269969602425894,0.8341666666666666,0.5608807650266909,0.8215686274509804,0.8215686274509804
31,0.5221176495154699,0.8341666666666666,,,0.8215686274509804
32,0.5171998217701912,0.8364583333333333,,,0.8215686274509804
33,0.5126539605359236,0.8372916666666667,0.548226488571541,0.8254901960784313,0.8254901960784313
34,0.5081211291253567,0.8391666666666666,,,0.8254901960784313
35,0.503785464912653,0.84,,,0.8254901960784313
36,0.5000528457264105,0.84,0.5360957185427347,0.8294117647058824,0.8294117647058824
37,0.49564653386672336,0.8422916666666667,,,0.8294117647058824
38,0.49212933083375293,0.8441666666666666,,,0.8294117647058824
39,0.48803795253237087,0.843125,0.5264728548480015,0.8343137254901961,0.8343137254901961
40,0.4846054178973039,0.8454166666666667,,,0.8343137254901961
41,0.48107703278462094,0.8441666666666666,,,0.8343137254901961
42,0.4778607326249282,0.846875,0.5178649770278557,0.8362745098039216,0.8362745098039216
43,0.4747471598287423,0.845625,,,0.8362745098039216
44,0.47168309862415,0.8483333333333334,,,0.8362745098039216
45,0.46861405422290164,0.849375,0.5097008464383144,0.8401960784313726,0.8401960784313726
46,0.4656789315243562,0.8495833333333334,,,0.8401960784313726
47,0.46292025968432426,0.8502083333333333,,,0.8401960784313726
48,0.4605110747118791,0.851875,0.5024876974376977,0.8431372549019608,0.8431372549019608
49,0.4576294347643852,0.8525,,,0.8431372549019608
50,0.4551235722998778,0.85375,,,0.8431372549019608
51,0.4525129273533821,0.8525,0.49617241060032563,0.846078431372549,0.846078431372549
52,0.4501211841901143,0.85375,,,0.846078431372549
53,0.4476574237147967,0.8547916666666666,,,0.846078431372549
54,0.4453885691861312,0.855625,0.48968923793119545,0.8470588235294118,0.8470588235294118
55,0.4431997897724311,0.8575,,,0.8470588235294118
56,0.4409317957858245,0.8566666666666667,,,0.8470588235294118
57,0.4385224059224129,0.8589583333333334,0.48433448578797134,0.8450980392156863,0.8470588235294118
58,0.436717643092076,0.8583333333333333,,,0.8470588235294118
59,0.4345871756474177,0.8591666666666666,,,0.8470588235294118
60,0.4327927517394225,0.86,0.47897739503897874,0.8480392156862745,0.8480392156862745
61,0.43074224268396694,0.8602083333333334,,,0.8480392156862745
62,0.42886853714783985,0.86125,,,0.8480392156862745
63,0.4269060182074706,0.8616666666666667,0.47429471974279364,0.8490196078431372,0.8490196078431372
64,0.4251173473894596,0.8625,,,0.8490196078431372
65,0.42329091578722,0.861875,,,0.8490196078431372
66,0.42158504699667293,0.863125,0.47034574197787865,0.8490196078431372,0.8490196078431372
67,0.4197955094277859,0.861875,,,0.8490196078431372
68,0.418133981525898,0.8635416666666667,,,0.8490196078431372
69,0.41662877177198726,0.8635416666666667,0.46571909504778247,0.8529411764705882,0.8529411764705882
70,0.41499962533513707,0.8647916666666666,,,0.8529411764705882
71,0.4135967741409938,0.86625,,,0.8529411764705882
72,0.4119118278225263,0.865,0.4617861760597603,0.8539215686274509,0.8539215686274509
73,0.41037970781326294,0.8660416666666667,,,0.8539215686274509
74,0.4089581494530042,0.8677083333333333,,,0.8539215686274509
75,0.40752702578902245,0.8679166666666667,0.4579078017496595,0.8588235294117647,0.8588235294117647
76,0.40600787351528805,0.8689583333333334,,,0.8588235294117647
77,0.404336616396904,0.8677083333333333,,,0.8588235294117647
78,0.4031673992673556,0.8683333333333333,0.45529381784738276,0.8549019607843137,0.8588235294117647
79,0.4015686474740505,0.8695833333333334,,,0.8588235294117647
80,0.40046461671590805,0.8689583333333334,,,0.8588235294117647
81,0.39900291959444684,0.8708333333333333,0.4514402840651718,0.861764705882353,0.861764705882353
82,0.39770419398943585,0.87125,,,0.861764705882353
83,0.39631430183847743,0.8708333333333333,,,0.861764705882353
84,0.3952363667388757,0.8729166666666667,0.4487631338484147,0.861764705882353,0.861764705882353
85,0.3940509433547656,0.8727083333333333,,,0.861764705882353
86,0.39279822011788684,0.8725,,,0.861764705882353
87,0.391437329351902,0.873125,0.44584198442159917,0.8607843137254902,0.861764705882353
88,0.3904682646195094,0.8745833333333334,,,0.861764705882353
89,0.38913746923208237,0.8747916666666666,,,0.861764705882353
90,0.38786524534225464,0.8747916666666666,0.44321150990093455,0.8598039215686275,0.861764705882353
91,0.38688235605756444,0.875,,,0.861764705882353
92,0.3859039805829525,0.875625,,,0.861764705882353
93,0.38466303547223407,0.8758333333333334,0.440282250736274,0.8607843137254902,0.861764705882353
94,0.3836483992636204,0.8760416666666667,,,0.861764705882353
95,0.3824804462492466,0.8747916666666666,,,0.861764705882353
96,0.38120419656236965,0.8766666666666667,0.4382425564176896,0.861764705882353,0.861764705882353
97,0.3803843955198924,0.8764583333333333,,,0.861764705882353
98,0.37929123640060425,0.87625,,,0.861764705882353
99,0.3782182348271211,0.8747916666666666,0.435739465788299,0.8598039215686275,0.861764705882353
100,0.3770579608778159,0.8777083333333333,,,0.861764705882353
101,0.3760811264316241,0.8777083333333333,,,0.861764705882353
102,0.3753721664349238,0.8789583333333333,0.433655684485155,0.861764705882353,0.861764705882353
103,0.3744753785431385,0.8775,,,0.861764705882353
104,0.3732098651429017,0.87875,,,0.861764705882353
105,0.37239164859056473,0.8795833333333334,0.4309344057943307,0.8607843137254902,0.861764705882353
106,0.3714671619236469,0.8795833333333334,,,0.861764705882353
107,0.37025680392980576,0.879375,,,0.861764705882353
108,0.36965274438261986,0.88,0.4295792252409692,0.8627450980392157,0.8627450980392157
109,0.36860251302520436,0.8789583333333333,,,0.8627450980392157
110,0.3677321908374627,0.8804166666666666,,,0.8627450980392157
111,0.36676592379808426,0.8804166666666666,0.4272777549192017,0.8598039215686275,0.8627450980392157
112,0.36596719299753505,0.8808333333333334,,,0.8627450980392157
113,0.3649509946505229,0.88125,,,0.8627450980392157
114,0.3642027626434962,0.8808333333333334,0.42539384376768974,0.8637254901960785,0.8637254901960785
115,0.3632074346144994,0.880625,,,0.8637254901960785
116,0.3625931230684121,0.8814583333333333,,,0.8637254901960785
117,0.36181457837422687,0.8814583333333333,0.4231005363604602,0.8647058823529412,0.8647058823529412
118,0.36078771327932674,0.8827083333333333,,,0.8647058823529412
119,0.3600137072304885,0.8822916666666667,,,0.8647058823529412
120,0.3592606857419014,0.8822916666666667,0.4213441838236416,0.8637254901960785,0.8647058823529412
121,0.3585558297733466,0.8822916666666667,,,0.8647058823529412
122,0.35794443388779956,0.881875,,,0.8647058823529412
123,0.3569915108382702,0.883125,0.42020388298174915,0.8637254901960785,0.8647058823529412
124,0.3562809092303117,0.88375,,,0.8647058823529412
125,0.35535480951269466,0.8839583333333333,,,0.8647058823529412
126,0.3546588222185771,0.8839583333333333,0.4183676833031224,0.8637254901960785,0.8647058823529412
127,0.35390450060367584,0.8845833333333334,,,0.8647058823529412
128,0.35344718893369037,0.8833333333333333,,,0.8647058823529412
129,0.35244859009981155,0.88375,0.4167928628477396,0.8637254901960785,0.8647058823529412
130,0.3518489400545756,0.885,,,0.8647058823529412
131,0.35126888876159984,0.8841666666666667,,,0.8647058823529412
132,0.3509220356742541,0.884375,0.41537290431705176,0.8647058823529412,0.8647058823529412
133,0.34963875139753026,0.885,,,0.8647058823529412
134,0.348944070438544,0.885625,,,0.8647058823529412
135,0.3482927630345027,0.88375,0.4142269159064573,0.8637254901960785,0.8647058823529412
136,0.34751134862502414,0.8852083333333334,,,0.8647058823529412
137,0.3467044122517109,0.8854166666666666,,,0.8647058823529412
138,0.34646112471818924,0.8854166666666666,0.41200920618047904,0.8637254901960785,0.8647058823529412
139,0.34580058604478836,0.88625,,,0.8647058823529412
140,0.344809611638387,0.8860416666666666,,,0.8647058823529412
